crossover_type,population_size,m,k,d,optimum,generations,evaluations,time,best_fitness,is_optimal
Uniform,80,8,5,0.2,8,2661,212960,15.002232074737549,4.6000000000000005,False
Uniform,80,8,5,0.8,8,2527,202240,13.48973298072815,2.65,False
Uniform,80,8,5,0.2,8,2311,184960,15.00742244720459,4.6000000000000005,False
Uniform,80,8,5,0.8,8,2837,227040,15.001951217651367,2.55,False
Uniform,80,8,5,0.2,8,3105,248480,15.00260305404663,4.800000000000001,False
Uniform,80,8,5,0.8,8,3236,258960,15.001275777816772,2.55,False
Uniform,80,8,5,0.2,8,24,2000,0.15064287185668945,4.6000000000000005,False
Uniform,80,8,5,0.8,8,3033,242720,15.002599477767944,2.6499999999999995,False
Uniform,80,8,5,0.2,8,2798,223920,15.001393795013428,4.800000000000001,False
Uniform,80,8,5,0.8,8,2977,238240,15.004359006881714,3.5,False
Uniform,100,8,5,0.2,8,2434,243500,14.017592430114746,4.800000000000001,False
Uniform,100,8,5,0.8,8,1773,177400,12.468787670135498,2.75,False
Uniform,100,8,5,0.2,8,2206,220700,15.0037260055542,4.4,False
Uniform,100,8,5,0.8,8,2138,213900,15.001703977584839,2.5,False
Uniform,100,8,5,0.2,8,1943,194400,15.00400686264038,5.200000000000001,False
Uniform,100,8,5,0.8,8,1774,177500,15.000968933105469,2.85,False
Uniform,100,8,5,0.2,8,1498,149900,15.001972436904907,5.6,False
Uniform,100,8,5,0.8,8,1333,133400,15.003496408462524,2.6499999999999995,False
Uniform,100,8,5,0.2,8,1660,166100,15.001936435699463,5.000000000000002,False
Uniform,100,8,5,0.8,8,1702,170300,15.01555871963501,2.65,False
Uniform,100,8,5,0.2,8,1670,167100,15.000230312347412,4.800000000000001,False
Uniform,100,8,5,0.8,8,2537,253800,15.002437353134155,3.5,False
Uniform,100,8,5,0.2,8,2404,240500,15.001806020736694,4.800000000000001,False
Uniform,100,8,5,0.8,8,2283,228400,15.001260995864868,2.5999999999999996,False
Uniform,100,8,5,0.2,8,2189,219000,15.00431489944458,5.0,False
Uniform,100,8,5,0.8,8,2287,228800,15.003721475601196,3.3999999999999995,False
Uniform,100,8,5,0.2,8,2466,246700,15.002622604370117,5.200000000000001,False
Uniform,100,8,5,0.8,8,2438,243900,15.002552032470703,2.65,False
Uniform,100,8,5,0.2,8,2474,247500,15.005040884017944,5.4,False
Uniform,100,8,5,0.8,8,2519,252000,15.000234127044678,2.7,False
Uniform,20,16,5,0.2,16,9,200,0.02268075942993164,7.600000000000001,False
Uniform,20,16,5,0.8,16,11,240,0.035065650939941406,3.8500000000000005,False
Uniform,20,16,5,0.2,16,8,180,0.027254819869995117,8.200000000000001,False
Uniform,20,16,5,0.8,16,13,280,0.03789472579956055,4.199999999999999,False
Uniform,20,16,5,0.2,16,21,440,0.05863237380981445,8.200000000000001,False
Uniform,20,16,5,0.8,16,19,400,0.05466771125793457,4.299999999999999,False
Uniform,20,16,5,0.2,16,43,880,0.11614799499511719,7.600000000000001,False
Uniform,20,16,5,0.8,16,9,200,0.03623461723327637,3.85,False
Uniform,20,16,5,0.2,16,22,460,0.0766439437866211,7.600000000000001,False
Uniform,20,16,5,0.8,16,13,280,0.045389413833618164,3.0,False
Uniform,20,16,5,0.2,16,15,320,0.04766845703125,7.800000000000001,False
Uniform,20,16,5,0.8,16,9,200,0.02261066436767578,5.05,False
Uniform,20,16,5,0.2,16,6,140,0.03546452522277832,7.4,False
Uniform,20,16,5,0.8,16,12,260,0.04931187629699707,5.199999999999999,False
Uniform,20,16,5,0.2,16,24,500,0.07470059394836426,6.800000000000002,False
Uniform,20,16,5,0.8,16,21,440,0.0606842041015625,4.199999999999998,False
Uniform,20,16,5,0.2,16,9,200,0.029952049255371094,8.0,False
Uniform,20,16,5,0.8,16,11,240,0.034952402114868164,4.3,False
Uniform,20,16,5,0.2,16,8,180,0.03436899185180664,7.400000000000003,False
Uniform,20,16,5,0.8,16,19,400,0.06166863441467285,3.2500000000000004,False
Uniform,40,16,5,0.2,16,44,1800,0.20200610160827637,8.0,False
Uniform,40,16,5,0.8,16,7,320,0.03932619094848633,3.849999999999999,False
Uniform,40,16,5,0.2,16,40,1640,0.18510174751281738,8.400000000000002,False
Uniform,40,16,5,0.8,16,8,360,0.062493324279785156,3.85,False
Uniform,40,16,5,0.2,16,53,2160,0.24021029472351074,8.600000000000001,False
Uniform,40,16,5,0.8,16,61,2480,0.27234816551208496,4.199999999999999,False
Uniform,40,16,5,0.2,16,53,2160,0.24534273147583008,8.200000000000001,False
Uniform,40,16,5,0.8,16,9,400,0.05887556076049805,4.0,False
Uniform,40,16,5,0.2,16,14,600,0.0932004451751709,7.800000000000001,False
Uniform,40,16,5,0.8,16,227,9120,0.9683496952056885,4.300000000000001,False
Uniform,40,16,5,0.2,16,37,1520,0.19625258445739746,7.400000000000002,False
Uniform,40,16,5,0.8,16,33,1360,0.16499876976013184,4.05,False
Uniform,40,16,5,0.2,16,118,4760,0.5456027984619141,7.8000000000000025,False
Uniform,40,16,5,0.8,16,9,400,0.04748272895812988,4.05,False
Uniform,40,16,5,0.2,16,38,1560,0.1902756690979004,8.0,False
Uniform,40,16,5,0.8,16,65,2640,0.31582069396972656,4.3,False
Uniform,40,16,5,0.2,16,10,440,0.05973052978515625,8.600000000000001,False
Uniform,40,16,5,0.8,16,41,1680,0.1935107707977295,4.05,False
Uniform,40,16,5,0.2,16,12,520,0.06623458862304688,7.8,False
Uniform,40,16,5,0.8,16,42,1720,0.18964457511901855,4.6,False
Uniform,60,16,5,0.2,16,486,29220,3.288602828979492,8.400000000000002,False
Uniform,60,16,5,0.8,16,152,9180,1.0159399509429932,4.449999999999999,False
Uniform,60,16,5,0.2,16,262,15780,2.704345941543579,7.8000000000000025,False
Uniform,60,16,5,0.8,16,727,43680,5.736193418502808,4.85,False
Uniform,60,16,5,0.2,16,319,19200,2.178799629211426,8.800000000000002,False
Uniform,60,16,5,0.8,16,853,51240,5.949472188949585,4.3500000000000005,False
Uniform,60,16,5,0.2,16,537,32280,3.6784238815307617,8.000000000000002,False
Uniform,60,16,5,0.8,16,626,37620,4.24610447883606,4.25,False
Uniform,60,16,5,0.2,16,152,9180,1.0290184020996094,8.4,False
Uniform,60,16,5,0.8,16,533,32040,3.7111434936523438,4.05,False
Uniform,60,16,5,0.2,16,121,7320,0.9881951808929443,7.799999999999999,False
Uniform,60,16,5,0.8,16,136,8220,1.3156793117523193,4.1,False
Uniform,60,16,5,0.2,16,428,25740,3.6451053619384766,8.4,False
Uniform,60,16,5,0.8,16,447,26880,2.8616435527801514,4.799999999999999,False
Uniform,60,16,5,0.2,16,112,6780,0.784534215927124,8.2,False
Uniform,60,16,5,0.8,16,15,960,0.2008190155029297,4.2,False
Uniform,60,16,5,0.2,16,11,720,0.1242516040802002,8.8,False
Uniform,60,16,5,0.8,16,361,21720,2.627000093460083,4.25,False
Uniform,60,16,5,0.2,16,149,9000,0.9240427017211914,8.8,False
Uniform,60,16,5,0.8,16,240,14460,1.8071393966674805,4.999999999999999,False
Uniform,80,16,5,0.2,16,2023,161920,20.01468300819397,8.600000000000001,False
Uniform,80,16,5,0.8,16,137,11040,1.324488878250122,4.35,False
Uniform,80,16,5,0.2,16,2173,173920,20.001930952072144,7.999999999999999,False
Uniform,80,16,5,0.8,16,432,34640,3.7831475734710693,5.200000000000001,False
Uniform,80,16,5,0.2,16,2174,174000,20.000362873077393,8.200000000000003,False
Uniform,80,16,5,0.8,16,958,76720,8.537266492843628,4.199999999999999,False
Uniform,80,16,5,0.2,16,1913,153120,20.002267122268677,8.400000000000002,False
Uniform,80,16,5,0.8,16,310,24880,3.0552573204040527,4.3500000000000005,False
Uniform,80,16,5,0.2,16,2035,162880,20.004214763641357,9.4,False
Uniform,80,16,5,0.8,16,664,53200,6.133633613586426,5.049999999999999,False
Uniform,80,16,5,0.2,16,1987,159040,20.003899097442627,9.2,False
Uniform,80,16,5,0.8,16,338,27120,3.6392982006073,3.9999999999999996,False
Uniform,80,16,5,0.2,16,2007,160640,20.0011043548584,8.4,False
Uniform,80,16,5,0.8,16,2063,165120,20.001277208328247,4.1499999999999995,False
Uniform,80,16,5,0.2,16,979,78400,8.509990692138672,8.000000000000002,False
Uniform,80,16,5,0.8,16,316,25360,3.407926559448242,4.3,False
Uniform,80,16,5,0.2,16,106,8560,1.1048915386199951,8.8,False
Uniform,80,16,5,0.8,16,1981,158560,20.004058599472046,4.299999999999999,False
Uniform,80,16,5,0.2,16,1895,151680,20.000571250915527,7.800000000000002,False
Uniform,80,16,5,0.8,16,1415,113280,12.55758023262024,4.8,False
Uniform,100,16,5,0.2,16,1741,174200,20.01034116744995,9.0,False
Uniform,100,16,5,0.8,16,1545,154600,20.002222061157227,4.699999999999998,False
Uniform,100,16,5,0.2,16,1298,129900,20.009613752365112,8.600000000000001,False
Uniform,100,16,5,0.8,16,1400,140100,20.00774884223938,4.35,False
Uniform,100,16,5,0.2,16,1573,157400,20.0052969455719,8.600000000000001,False
Uniform,100,16,5,0.8,16,1812,181300,20.00015902519226,4.1,False
Uniform,100,16,5,0.2,16,1883,188400,20.00356411933899,8.200000000000001,False
Uniform,100,16,5,0.8,16,1936,193700,20.005523204803467,4.199999999999999,False
Uniform,100,16,5,0.2,16,1029,103000,11.915904998779297,8.2,False
Uniform,100,16,5,0.8,16,1846,184700,20.003263235092163,4.1499999999999995,False
Uniform,100,16,5,0.2,16,1779,178000,20.006258726119995,8.8,False
Uniform,100,16,5,0.8,16,1756,175700,20.002381563186646,4.499999999999999,False
Uniform,100,16,5,0.2,16,1107,110800,20.009100437164307,9.000000000000002,False
Uniform,100,16,5,0.8,16,1414,141500,20.005658864974976,4.299999999999999,False
Uniform,100,16,5,0.2,16,14,1500,0.19144320487976074,9.0,False
Uniform,100,16,5,0.8,16,1358,135900,20.006444931030273,4.75,False
Uniform,100,16,5,0.2,16,1490,149100,20.004427194595337,8.600000000000001,False
Uniform,100,16,5,0.8,16,1376,137700,20.007838010787964,4.1,False
Uniform,100,16,5,0.2,16,1507,150800,20.000860691070557,8.8,False
Uniform,100,16,5,0.8,16,1853,185400,20.000882863998413,4.35,False
OnePoint,20,1,5,0.2,1,0,25,0.0004286766052246094,1,True
OnePoint,20,1,5,0.8,1,0,18,0.00023555755615234375,1,True
OnePoint,20,1,5,0.2,1,7,160,0.0024809837341308594,0.8,False
OnePoint,20,1,5,0.8,1,0,6,0.00010800361633300781,1,True
OnePoint,20,1,5,0.2,1,0,3,6.29425048828125e-05,1,True
OnePoint,20,1,5,0.8,1,0,20,0.00025177001953125,1,True
OnePoint,20,1,5,0.2,1,3,80,0.0012254714965820312,0.8,False
OnePoint,20,1,5,0.8,1,2,60,0.0009229183197021484,0.14999999999999997,False
OnePoint,20,1,5,0.2,1,0,16,0.00021910667419433594,1,True
OnePoint,20,1,5,0.8,1,5,120,0.0018432140350341797,0.19999999999999996,False
OnePoint,20,1,5,0.2,1,0,14,0.0001952648162841797,1,True
OnePoint,20,1,5,0.8,1,3,80,0.0012187957763671875,0.19999999999999996,False
OnePoint,20,1,5,0.2,1,0,11,0.00016379356384277344,1,True
OnePoint,20,1,5,0.8,1,0,17,0.0002162456512451172,1,True
OnePoint,20,1,5,0.2,1,2,60,0.00095367431640625,0.6000000000000001,False
OnePoint,20,1,5,0.8,1,2,60,0.0009183883666992188,0.14999999999999997,False
OnePoint,20,1,5,0.2,1,0,3,7.128715515136719e-05,1,True
OnePoint,20,1,5,0.8,1,0,12,0.00027489662170410156,1,True
OnePoint,20,1,5,0.2,1,1,41,0.0011785030364990234,1,True
OnePoint,20,1,5,0.8,1,0,5,0.00017833709716796875,1,True
OnePoint,40,1,5,0.2,1,0,27,0.0007145404815673828,1,True
OnePoint,40,1,5,0.8,1,0,18,0.00026798248291015625,1,True
OnePoint,40,1,5,0.2,1,0,16,0.00025391578674316406,1,True
OnePoint,40,1,5,0.8,1,0,22,0.0002658367156982422,1,True
OnePoint,40,1,5,0.2,1,0,20,0.00024318695068359375,1,True
OnePoint,40,1,5,0.8,1,4,200,0.002885580062866211,0.19999999999999996,False
OnePoint,40,1,5,0.2,1,0,32,0.00038814544677734375,1,True
OnePoint,40,1,5,0.8,1,0,4,7.224082946777344e-05,1,True
OnePoint,40,1,5,0.2,1,0,29,0.0003421306610107422,1,True
OnePoint,40,1,5,0.8,1,2,131,0.0018510818481445312,1,True
OnePoint,40,1,5,0.2,1,0,11,0.00015282630920410156,1,True
OnePoint,40,1,5,0.8,1,0,27,0.00032973289489746094,1,True
OnePoint,40,1,5,0.2,1,0,15,0.00018715858459472656,1,True
OnePoint,40,1,5,0.8,1,0,7,0.0001010894775390625,1,True
OnePoint,40,1,5,0.2,1,0,12,0.00015616416931152344,1,True
OnePoint,40,1,5,0.8,1,0,5,7.939338684082031e-05,1,True
OnePoint,40,1,5,0.2,1,0,33,0.0003857612609863281,1,True
OnePoint,40,1,5,0.8,1,0,1,3.0994415283203125e-05,1,True
OnePoint,40,1,5,0.2,1,0,7,0.00010251998901367188,1,True
OnePoint,40,1,5,0.8,1,0,22,0.00026345252990722656,1,True
OnePoint,60,1,5,0.2,1,0,24,0.0002856254577636719,1,True
OnePoint,60,1,5,0.8,1,0,18,0.00021958351135253906,1,True
OnePoint,60,1,5,0.2,1,0,7,9.989738464355469e-05,1,True
OnePoint,60,1,5,0.8,1,0,12,0.00015497207641601562,1,True
OnePoint,60,1,5,0.2,1,0,4,6.651878356933594e-05,1,True
OnePoint,60,1,5,0.8,1,0,7,9.942054748535156e-05,1,True
OnePoint,60,1,5,0.2,1,0,31,0.0003573894500732422,1,True
OnePoint,60,1,5,0.8,1,0,7,9.918212890625e-05,1,True
OnePoint,60,1,5,0.2,1,0,24,0.00028133392333984375,1,True
OnePoint,60,1,5,0.8,1,0,4,6.818771362304688e-05,1,True
OnePoint,60,1,5,0.2,1,0,67,0.0009334087371826172,1,True
OnePoint,60,1,5,0.8,1,0,21,0.0002684593200683594,1,True
OnePoint,60,1,5,0.2,1,0,1,3.790855407714844e-05,1,True
OnePoint,60,1,5,0.8,1,0,33,0.00040602684020996094,1,True
OnePoint,60,1,5,0.2,1,81,4920,0.12667155265808105,0.8,False
OnePoint,60,1,5,0.8,1,0,12,0.0002224445343017578,1,True
OnePoint,60,1,5,0.2,1,0,25,0.00036025047302246094,1,True
OnePoint,60,1,5,0.8,1,0,60,0.0007970333099365234,1,True
OnePoint,60,1,5,0.2,1,0,2,5.698204040527344e-05,1,True
OnePoint,60,1,5,0.8,1,0,25,0.00035381317138671875,1,True
OnePoint,80,1,5,0.2,1,0,18,0.0002636909484863281,1,True
OnePoint,80,1,5,0.8,1,0,65,0.0008585453033447266,1,True
OnePoint,80,1,5,0.2,1,0,24,0.0003376007080078125,1,True
OnePoint,80,1,5,0.8,1,0,31,0.0004246234893798828,1,True
OnePoint,80,1,5,0.2,1,0,3,6.723403930664062e-05,1,True
OnePoint,80,1,5,0.8,1,0,17,0.00026035308837890625,1,True
OnePoint,80,1,5,0.2,1,0,47,0.0006287097930908203,1,True
OnePoint,80,1,5,0.8,1,0,69,0.0009088516235351562,1,True
OnePoint,80,1,5,0.2,1,0,50,0.0006730556488037109,1,True
OnePoint,80,1,5,0.8,1,0,4,8.20159912109375e-05,1,True
OnePoint,80,1,5,0.2,1,0,5,9.775161743164062e-05,1,True
OnePoint,80,1,5,0.8,1,0,19,0.0002830028533935547,1,True
OnePoint,80,1,5,0.2,1,0,7,0.00012540817260742188,1,True
OnePoint,80,1,5,0.8,1,0,36,0.0005104541778564453,1,True
OnePoint,80,1,5,0.2,1,0,35,0.0004971027374267578,1,True
OnePoint,80,1,5,0.8,1,0,20,0.0003216266632080078,1,True
OnePoint,80,1,5,0.2,1,0,121,0.0017466545104980469,1,True
OnePoint,80,1,5,0.8,1,0,43,0.0005891323089599609,1,True
OnePoint,80,1,5,0.2,1,0,4,9.012222290039062e-05,1,True
OnePoint,80,1,5,0.8,1,0,26,0.00037360191345214844,1,True
OnePoint,100,1,5,0.2,1,0,58,0.0008137226104736328,1,True
OnePoint,100,1,5,0.8,1,0,2,6.318092346191406e-05,1,True
OnePoint,100,1,5,0.2,1,0,30,0.00046825408935546875,1,True
OnePoint,100,1,5,0.8,1,4,500,0.008072376251220703,0.19999999999999996,False
OnePoint,100,1,5,0.2,1,0,20,0.0002999305725097656,1,True
OnePoint,100,1,5,0.8,1,0,44,0.0005788803100585938,1,True
OnePoint,100,1,5,0.2,1,0,9,0.00014281272888183594,1,True
OnePoint,100,1,5,0.8,1,0,85,0.001074075698852539,1,True
OnePoint,100,1,5,0.2,1,0,3,6.937980651855469e-05,1,True
OnePoint,100,1,5,0.8,1,0,10,0.00015401840209960938,1,True
OnePoint,100,1,5,0.2,1,0,18,0.00025177001953125,1,True
OnePoint,100,1,5,0.8,1,0,13,0.00018978118896484375,1,True
OnePoint,100,1,5,0.2,1,0,121,0.0018570423126220703,1,True
OnePoint,100,1,5,0.8,1,0,42,0.00055694580078125,1,True
OnePoint,100,1,5,0.2,1,0,11,0.0001735687255859375,1,True
OnePoint,100,1,5,0.8,1,0,12,0.0001842975616455078,1,True
OnePoint,100,1,5,0.2,1,0,9,0.00014638900756835938,1,True
OnePoint,100,1,5,0.8,1,0,45,0.0005943775177001953,1,True
OnePoint,100,1,5,0.2,1,0,27,0.0003795623779296875,1,True
OnePoint,100,1,5,0.8,1,0,7,0.0001227855682373047,1,True
OnePoint,20,2,5,0.2,2,0,11,0.0006406307220458984,2,True
OnePoint,20,2,5,0.8,2,23,480,0.026425838470458984,1.1,False
OnePoint,20,2,5,0.2,2,16,340,0.011539459228515625,1.6,False
OnePoint,20,2,5,0.8,2,15,320,0.008817911148071289,0.3499999999999999,False
OnePoint,20,2,5,0.2,2,7,160,0.005346536636352539,1.6,False
OnePoint,20,2,5,0.8,2,7,160,0.010839700698852539,1.1,False
OnePoint,20,2,5,0.2,2,7,160,0.006551265716552734,1.6,False
OnePoint,20,2,5,0.8,2,14,300,0.014005184173583984,1.1,False
OnePoint,20,2,5,0.2,2,6,140,0.004408359527587891,1.6,False
OnePoint,20,2,5,0.8,2,5,120,0.0036745071411132812,1.1,False
OnePoint,20,2,5,0.2,2,8,180,0.007002353668212891,1.4,False
OnePoint,20,2,5,0.8,2,18,380,0.016746997833251953,1.05,False
OnePoint,20,2,5,0.2,2,7,160,0.00462651252746582,1.4000000000000001,False
OnePoint,20,2,5,0.8,2,18,380,0.011532306671142578,1.15,False
OnePoint,20,2,5,0.2,2,10,220,0.012220144271850586,1.2000000000000002,False
OnePoint,20,2,5,0.8,2,8,180,0.005314350128173828,1.15,False
OnePoint,20,2,5,0.2,2,4,100,0.0028417110443115234,1.0,False
OnePoint,20,2,5,0.8,2,5,120,0.0037615299224853516,1.15,False
OnePoint,20,2,5,0.2,2,27,560,0.02138662338256836,1.4000000000000001,False
OnePoint,20,2,5,0.8,2,0,18,0.0005514621734619141,2,True
OnePoint,40,2,5,0.2,2,80,3240,0.08708834648132324,1.4,False
OnePoint,40,2,5,0.8,2,173,6960,0.1963329315185547,1.15,False
OnePoint,40,2,5,0.2,2,12,520,0.010568857192993164,1.6,False
OnePoint,40,2,5,0.8,2,11,480,0.009732246398925781,1.1,False
OnePoint,40,2,5,0.2,2,127,5120,0.13249421119689941,1.6,False
OnePoint,40,2,5,0.8,2,57,2320,0.06201481819152832,1.15,False
OnePoint,40,2,5,0.2,2,63,2560,0.08345222473144531,1.4000000000000001,False
OnePoint,40,2,5,0.8,2,39,1600,0.05489993095397949,1.15,False
OnePoint,40,2,5,0.2,2,5,240,0.00717616081237793,1.4000000000000001,False
OnePoint,40,2,5,0.8,2,18,760,0.025986671447753906,1.2,False
OnePoint,40,2,5,0.2,2,18,760,0.022300004959106445,1.6,False
OnePoint,40,2,5,0.8,2,67,2720,0.07500910758972168,1.05,False
OnePoint,40,2,5,0.2,2,12,520,0.012131690979003906,1.8,False
OnePoint,40,2,5,0.8,2,76,3080,0.08574962615966797,1.15,False
OnePoint,40,2,5,0.2,2,17,720,0.026149272918701172,1.4,False
OnePoint,40,2,5,0.8,2,86,3480,0.1049504280090332,1.1,False
OnePoint,40,2,5,0.2,2,18,760,0.019888639450073242,1.6,False
OnePoint,40,2,5,0.8,2,0,2,9.226799011230469e-05,2,True
OnePoint,40,2,5,0.2,2,18,760,0.0341191291809082,1.4000000000000001,False
OnePoint,40,2,5,0.8,2,157,6320,0.16077876091003418,0.3499999999999999,False
OnePoint,60,2,5,0.2,2,4,300,0.006757259368896484,1.4000000000000001,False
OnePoint,60,2,5,0.8,2,208,12540,0.26978325843811035,1.2,False
OnePoint,60,2,5,0.2,2,573,34440,0.7207646369934082,1.6,False
OnePoint,60,2,5,0.8,2,336,20220,0.43790364265441895,1.15,False
OnePoint,60,2,5,0.2,2,1078,64740,1.35247802734375,1.6,False
OnePoint,60,2,5,0.8,2,133,8040,0.34105372428894043,1.1,False
OnePoint,60,2,5,0.2,2,2807,168480,4.473911285400391,1.6,False
OnePoint,60,2,5,0.8,2,110,6660,0.19316577911376953,1.15,False
OnePoint,60,2,5,0.2,2,725,43560,1.1267855167388916,1.8,False
OnePoint,60,2,5,0.8,2,866,52020,1.2409636974334717,1.15,False
OnePoint,60,2,5,0.2,2,24,1500,0.1095740795135498,1.6,False
OnePoint,60,2,5,0.8,2,964,57900,1.7050843238830566,1.15,False
OnePoint,60,2,5,0.2,2,414,24900,0.8121535778045654,1.6,False
OnePoint,60,2,5,0.8,2,41,2520,0.07444286346435547,1.15,False
OnePoint,60,2,5,0.2,2,17,1080,0.04261016845703125,1.8,False
OnePoint,60,2,5,0.8,2,433,26040,0.8471109867095947,1.15,False
OnePoint,60,2,5,0.2,2,5,360,0.009182929992675781,1.4000000000000001,False
OnePoint,60,2,5,0.8,2,496,29820,0.811485767364502,1.2,False
OnePoint,60,2,5,0.2,2,2,185,0.004132986068725586,2,True
OnePoint,60,2,5,0.8,2,2,182,0.004014253616333008,2,True
OnePoint,80,2,5,0.2,2,2208,176720,5.000386953353882,1.4000000000000001,False
OnePoint,80,2,5,0.8,2,2187,175040,5.002415180206299,1.15,False
OnePoint,80,2,5,0.2,2,1050,84080,3.3833236694335938,1.8,False
OnePoint,80,2,5,0.8,2,323,25920,0.7154116630554199,1.15,False
OnePoint,80,2,5,0.2,2,2167,173440,3.9307987689971924,1.6,False
OnePoint,80,2,5,0.8,2,2080,166480,5.002252101898193,1.15,False
OnePoint,80,2,5,0.2,2,2048,163920,5.002627372741699,1.8,False
OnePoint,80,2,5,0.8,2,2184,174800,5.000674247741699,1.15,False
OnePoint,80,2,5,0.2,2,150,12080,0.2665548324584961,1.6,False
OnePoint,80,2,5,0.8,2,0,35,0.0007290840148925781,2,True
OnePoint,80,2,5,0.2,2,1612,129040,5.006887435913086,1.6,False
OnePoint,80,2,5,0.8,2,1267,101440,3.695561647415161,1.2,False
OnePoint,80,2,5,0.2,2,0,44,0.002543926239013672,2,True
OnePoint,80,2,5,0.8,2,2671,213760,5.001283407211304,1.2,False
OnePoint,80,2,5,0.2,2,1490,119280,2.8618195056915283,1.4000000000000001,False
OnePoint,80,2,5,0.8,2,2363,189120,4.480510234832764,1.15,False
OnePoint,80,2,5,0.2,2,273,21920,0.49065637588500977,1.4000000000000001,False
OnePoint,80,2,5,0.8,2,2789,223200,5.000584840774536,1.2,False
OnePoint,80,2,5,0.2,2,6,561,0.010406732559204102,2,True
OnePoint,80,2,5,0.8,2,2871,229760,5.000409126281738,1.15,False
OnePoint,100,2,5,0.2,2,2328,232900,5.001229286193848,1.6,False
OnePoint,100,2,5,0.8,2,2216,221700,5.001735687255859,1.2,False
OnePoint,100,2,5,0.2,2,740,74100,1.6677405834197998,1.8,False
OnePoint,100,2,5,0.8,2,0,34,0.0007486343383789062,2,True
OnePoint,100,2,5,0.2,2,0,159,0.0031714439392089844,2,True
OnePoint,100,2,5,0.8,2,2051,205200,5.001527786254883,1.1,False
OnePoint,100,2,5,0.2,2,2491,249200,5.001157999038696,1.6,False
OnePoint,100,2,5,0.8,2,2,316,0.005907773971557617,2,True
OnePoint,100,2,5,0.2,2,2195,219600,5.00116229057312,1.8,False
OnePoint,100,2,5,0.8,2,1896,189700,5.0002710819244385,1.2,False
OnePoint,100,2,5,0.2,2,1,221,0.004217863082885742,2,True
OnePoint,100,2,5,0.8,2,2235,223600,5.000486612319946,1.2,False
OnePoint,100,2,5,0.2,2,1843,184400,5.003793239593506,1.6,False
OnePoint,100,2,5,0.8,2,3,427,0.02840709686279297,2,True
OnePoint,100,2,5,0.2,2,0,86,0.002465963363647461,2,True
OnePoint,100,2,5,0.8,2,1868,186900,5.00087308883667,1.15,False
OnePoint,100,2,5,0.2,2,2153,215400,5.001789569854736,1.6,False
OnePoint,100,2,5,0.8,2,2184,218500,5.0012781620025635,1.2,False
OnePoint,100,2,5,0.2,2,0,100,0.002992868423461914,2,True
OnePoint,100,2,5,0.8,2,2147,214800,5.002436637878418,1.2,False
OnePoint,20,4,5,0.2,4,11,240,0.009161710739135742,2.2,False
OnePoint,20,4,5,0.8,4,12,260,0.016399621963500977,1.3000000000000003,False
OnePoint,20,4,5,0.2,4,4,100,0.004149675369262695,2.0,False
OnePoint,20,4,5,0.8,4,18,380,0.021904706954956055,1.25,False
OnePoint,20,4,5,0.2,4,7,160,0.006058931350708008,3.8,False
OnePoint,20,4,5,0.8,4,5,120,0.005820274353027344,1.25,False
OnePoint,20,4,5,0.2,4,6,140,0.005289316177368164,2.4,False
OnePoint,20,4,5,0.8,4,5,120,0.01282048225402832,1.4,False
OnePoint,20,4,5,0.2,4,21,440,0.037076473236083984,2.2,False
OnePoint,20,4,5,0.8,4,19,400,0.01911306381225586,2.2,False
OnePoint,20,4,5,0.2,4,11,240,0.02267622947692871,3.2,False
OnePoint,20,4,5,0.8,4,14,300,0.01965951919555664,1.25,False
OnePoint,20,4,5,0.2,4,14,300,0.020449161529541016,2.4,False
OnePoint,20,4,5,0.8,4,4,100,0.004832267761230469,1.45,False
OnePoint,20,4,5,0.2,4,9,200,0.01559138298034668,2.4000000000000004,False
OnePoint,20,4,5,0.8,4,13,280,0.01180887222290039,0.4999999999999999,False
OnePoint,20,4,5,0.2,4,31,640,0.04342031478881836,2.6000000000000005,False
OnePoint,20,4,5,0.8,4,9,200,0.011961221694946289,1.2999999999999998,False
OnePoint,20,4,5,0.2,4,3,80,0.009383678436279297,2.4000000000000004,False
OnePoint,20,4,5,0.8,4,10,220,0.018422603607177734,1.2000000000000002,False
OnePoint,40,4,5,0.2,4,123,4960,0.2783348560333252,2.4000000000000004,False
OnePoint,40,4,5,0.8,4,245,9840,0.3456535339355469,1.4,False
OnePoint,40,4,5,0.2,4,112,4520,0.1740889549255371,3.0,False
OnePoint,40,4,5,0.8,4,28,1160,0.046894073486328125,1.3499999999999999,False
OnePoint,40,4,5,0.2,4,45,1840,0.10579323768615723,2.8,False
OnePoint,40,4,5,0.8,4,11,480,0.015268802642822266,1.4,False
OnePoint,40,4,5,0.2,4,15,640,0.040312767028808594,2.4000000000000004,False
OnePoint,40,4,5,0.8,4,13,560,0.029206514358520508,2.2,False
OnePoint,40,4,5,0.2,4,30,1240,0.06859564781188965,2.6000000000000005,False
OnePoint,40,4,5,0.8,4,50,2040,0.08911371231079102,2.15,False
OnePoint,40,4,5,0.2,4,6,280,0.008280515670776367,2.8000000000000003,False
OnePoint,40,4,5,0.8,4,19,800,0.040992021560668945,1.2999999999999998,False
OnePoint,40,4,5,0.2,4,27,1120,0.0654449462890625,2.4,False
OnePoint,40,4,5,0.8,4,31,1280,0.0762789249420166,1.3499999999999999,False
OnePoint,40,4,5,0.2,4,50,2040,0.1520068645477295,3.0,False
OnePoint,40,4,5,0.8,4,128,5160,0.2330331802368164,2.15,False
